timestamp,Selection_equity,Holdout_1_equity,Holdout_2_equity
2023-06-21 00:00:00+00:00,10000.0,,
2023-06-21 04:00:00+00:00,10000.0,,
2023-06-21 08:00:00+00:00,10000.0,,
2023-06-21 12:00:00+00:00,10000.0,,
2023-06-21 16:00:00+00:00,10000.0,,
2023-06-21 20:00:00+00:00,10000.0,,
2023-06-22 00:00:00+00:00,10000.0,,
2023-06-22 04:00:00+00:00,10000.0,,
2023-06-22 08:00:00+00:00,10000.0,,
2023-06-22 12:00:00+00:00,10000.0,,
2023-06-22 16:00:00+00:00,10000.0,,
2023-06-22 20:00:00+00:00,10000.0,,
2023-06-23 00:00:00+00:00,10000.0,,
2023-06-23 04:00:00+00:00,10000.0,,
2023-06-23 08:00:00+00:00,10000.0,,
2023-06-23 12:00:00+00:00,10000.0,,
2023-06-23 16:00:00+00:00,10000.0,,
2023-06-23 20:00:00+00:00,10000.0,,
2023-06-24 00:00:00+00:00,10000.0,,
2023-06-24 04:00:00+00:00,10000.0,,
2023-06-24 08:00:00+00:00,10000.0,,
2023-06-24 12:00:00+00:00,10000.0,,
2023-06-24 16:00:00+00:00,10000.0,,
2023-06-24 20:00:00+00:00,10000.0,,
2023-06-25 00:00:00+00:00,10000.0,,
2023-06-25 04:00:00+00:00,10000.0,,
2023-06-25 08:00:00+00:00,10000.0,,
2023-06-25 12:00:00+00:00,10000.0,,
2023-06-25 16:00:00+00:00,10000.0,,
2023-06-25 20:00:00+00:00,10000.0,,
2023-06-26 00:00:00+00:00,10000.0,,
2023-06-26 04:00:00+00:00,10000.0,,
2023-06-26 08:00:00+00:00,10000.0,,
2023-06-26 12:00:00+00:00,10000.0,,
2023-06-26 16:00:00+00:00,10000.0,,
2023-06-26 20:00:00+00:00,10000.0,,
2023-06-27 00:00:00+00:00,10000.0,,
2023-06-27 04:00:00+00:00,10000.0,,
2023-06-27 08:00:00+00:00,10000.0,,
2023-06-27 12:00:00+00:00,10000.0,,
2023-06-27 16:00:00+00:00,10000.0,,
2023-06-27 20:00:00+00:00,10000.0,,
2023-06-28 00:00:00+00:00,10000.0,,
2023-06-28 04:00:00+00:00,10000.0,,
2023-06-28 08:00:00+00:00,10000.0,,
2023-06-28 12:00:00+00:00,10000.0,,
2023-06-28 16:00:00+00:00,10000.0,,
2023-06-28 20:00:00+00:00,10000.0,,
2023-06-29 00:00:00+00:00,10000.0,,
2023-06-29 04:00:00+00:00,10000.0,,
2023-06-29 08:00:00+00:00,10000.0,,
2023-06-29 12:00:00+00:00,10000.0,,
2023-06-29 16:00:00+00:00,10000.0,,
2023-06-29 20:00:00+00:00,10000.0,,
2023-06-30 00:00:00+00:00,10000.0,,
2023-06-30 04:00:00+00:00,10000.0,,
2023-06-30 08:00:00+00:00,10000.0,,
2023-06-30 12:00:00+00:00,10000.0,,
2023-06-30 16:00:00+00:00,10000.0,,
2023-06-30 20:00:00+00:00,10000.0,,
2023-07-01 00:00:00+00:00,10000.0,,
2023-07-01 04:00:00+00:00,10000.0,,
2023-07-01 08:00:00+00:00,10000.0,,
2023-07-01 12:00:00+00:00,10000.0,,
2023-07-01 16:00:00+00:00,10000.0,,
2023-07-01 20:00:00+00:00,10000.0,,
2023-07-02 00:00:00+00:00,10000.0,,
2023-07-02 04:00:00+00:00,10000.0,,
2023-07-02 08:00:00+00:00,10000.0,,
2023-07-02 12:00:00+00:00,10000.0,,
2023-07-02 16:00:00+00:00,10000.0,,
2023-07-02 20:00:00+00:00,10000.0,,
2023-07-03 00:00:00+00:00,10000.0,,
2023-07-03 04:00:00+00:00,10000.0,,
2023-07-03 08:00:00+00:00,10000.0,,
2023-07-03 12:00:00+00:00,10000.0,,
2023-07-03 16:00:00+00:00,10000.0,,
2023-07-03 20:00:00+00:00,10000.0,,
2023-07-04 00:00:00+00:00,10000.0,,
2023-07-04 04:00:00+00:00,10000.0,,
2023-07-04 08:00:00+00:00,10000.0,,
2023-07-04 12:00:00+00:00,10000.0,,
2023-07-04 16:00:00+00:00,10000.0,,
2023-07-04 20:00:00+00:00,10000.0,,
2023-07-05 00:00:00+00:00,10000.0,,
2023-07-05 04:00:00+00:00,10000.0,,
2023-07-05 08:00:00+00:00,10000.0,,
2023-07-05 12:00:00+00:00,10000.0,,
2023-07-05 16:00:00+00:00,10000.0,,
2023-07-05 20:00:00+00:00,10000.0,,
2023-07-06 00:00:00+00:00,10000.0,,
2023-07-06 04:00:00+00:00,10000.0,,
2023-07-06 08:00:00+00:00,10000.0,,
2023-07-06 12:00:00+00:00,10000.0,,
2023-07-06 16:00:00+00:00,10000.0,,
2023-07-06 20:00:00+00:00,10000.0,,
2023-07-07 00:00:00+00:00,10000.0,,
2023-07-07 04:00:00+00:00,10000.0,,
2023-07-07 08:00:00+00:00,10000.0,,
2023-07-07 12:00:00+00:00,10000.0,,
2023-07-07 16:00:00+00:00,10000.0,,
2023-07-07 20:00:00+00:00,10062.620919997835,,
2023-07-08 00:00:00+00:00,10029.789241884424,,
2023-07-08 04:00:00+00:00,10067.625304070127,,
2023-07-08 08:00:00+00:00,10079.057027310422,,
2023-07-08 12:00:00+00:00,9952.766425920425,,
2023-07-08 16:00:00+00:00,9917.014335376736,,
2023-07-08 20:00:00+00:00,9983.205640631517,,
2023-07-09 00:00:00+00:00,9919.445353331945,,
2023-07-09 04:00:00+00:00,9847.701384233602,,
2023-07-09 08:00:00+00:00,9847.252997292591,,
2023-07-09 12:00:00+00:00,9878.675105347924,,
